Id,WnvPresent
1,0.0035921095731050656
2,0.001776825356504072
3,0.006083225702560474
4,0.0012491844822078084
5,0.0012491844822078084
6,0.0012491844822078084
7,0.0012491844822078084
8,0.0012491844822078084
9,0.00665983418094848
10,0.0032993988367630038
11,0.011254377677756418
12,0.002320670116702493
13,0.002320670116702493
14,0.002320670116702493
15,0.002320670116702493
16,0.002320670116702493
17,0.017597062731195157
18,0.008766598867305003
19,0.029512893584719042
20,0.0061761376401976665
21,0.0061761376401976665
22,0.0061761376401976665
23,0.0061761376401976665
24,0.0061761376401976665
25,0.003918786449111635
26,0.0019387362287049958
27,0.006634943352620639
28,0.0013630804285003155
29,0.0013630804285003155
30,0.0013630804285003155
31,0.0013630804285003155
32,0.0013630804285003155
33,0.003390689188289405
34,0.001677022099200112
35,0.005742926034856326
36,0.00117898350496939
37,0.00117898350496939
38,0.00117898350496939
39,0.00117898350496939
40,0.00117898350496939
41,0.0038230996427433186
42,0.0018913054166733608
43,0.006473365910525255
44,0.0013297141626647012
45,0.0013297141626647012
46,0.0013297141626647012
47,0.0013297141626647012
48,0.0013297141626647012
49,0.0036597433818020154
50,0.0018103422994312697
51,0.0061974716012447245
52,0.0012727610220013496
53,0.0012727610220013496
54,0.0012727610220013496
55,0.0012727610220013496
56,0.0012727610220013496
57,0.005374020649756348
58,0.0026606464294322723
59,0.009089613249484494
60,0.0018710405693629815
61,0.0018710405693629815
62,0.0018710405693629815
63,0.0018710405693629815
64,0.0018710405693629815
65,0.0024597595875475637
66,0.0012160137503519429
67,0.004168880284934029
68,0.0008547672508135389
69,0.0008547672508135389
70,0.0008547672508135389
71,0.0008547672508135389
72,0.0008547672508135389
73,0.006704089409928718
74,0.003321398320016077
75,0.011328815882446375
76,0.0023361590022473564
77,0.0023361590022473564
78,0.0023361590022473564
79,0.0023361590022473564
80,0.0023361590022473564
81,0.003610402524484239
82,0.001785890474614793
83,0.006114126911267934
84,0.0012555610352152516
85,0.0012555610352152516
86,0.0012555610352152516
87,0.0012555610352152516
88,0.0012555610352152516
89,0.004022833352002294
90,0.0019903162668343318
91,0.006810613298277322
92,0.0013993666290812974
93,0.0013993666290812974
94,0.0013993666290812974
95,0.0013993666290812974
96,0.0013993666290812974
97,0.006227278564487271
98,0.0030844254661983378
99,0.010526569233224353
100,0.00216932732961283
101,0.00216932732961283
102,0.00216932732961283
103,0.00216932732961283
104,0.00216932732961283
105,0.004786505113574449
106,0.0023690643414803723
107,0.008099197780588372
108,0.001665847399294782
109,0.001665847399294782
110,0.001665847399294782
111,0.001665847399294782
112,0.001665847399294782
113,0.012654036221413673
114,0.006288178361452051
115,0.02129525784070809
116,0.004426800304056302
117,0.004426800304056302
118,0.004426800304056302
119,0.004426800304056302
120,0.004426800304056302
121,0.0030498442486390684
122,0.0015081807864224818
123,0.005166851212666232
124,0.00106023108848445
125,0.00106023108848445
126,0.00106023108848445
127,0.00106023108848445
128,0.00106023108848445
129,0.012922854911577736
130,0.00642264230027216
131,0.021743605481973988
132,0.004521642378544279
133,0.004521642378544279
134,0.004521642378544279
135,0.004521642378544279
136,0.004521642378544279
137,0.0030430342485789764
138,0.0015048079721709559
139,0.005155338589967623
140,0.001057858983469646
141,0.001057858983469646
142,0.001057858983469646
143,0.001057858983469646
144,0.001057858983469646
145,0.01402223542066006
146,0.006972939448755358
147,0.023575467195484846
148,0.004909865211981604
149,0.004909865211981604
150,0.004909865211981604
151,0.004909865211981604
152,0.004909865211981604
153,0.0015473036458096673
154,0.0007645758106663072
155,0.0026240881612118604
156,0.0005373677910282355
157,0.0005373677910282355
158,0.0005373677910282355
159,0.0005373677910282355
160,0.0005373677910282355
161,0.014461760202604701
162,0.0071931171363163035
163,0.02430705440805152
164,0.005065231507416827
165,0.005065231507416827
166,0.005065231507416827
167,0.005065231507416827
168,0.005065231507416827
169,0.003447943091016398
170,0.0017053891794132445
171,0.005839666189771934
172,0.001198936304982215
173,0.001198936304982215
174,0.001198936304982215
175,0.001198936304982215
176,0.001198936304982215
177,0.005876110579385373
178,0.00290996992598506
179,0.009935380015804334
180,0.0020465236174540013
181,0.0020465236174540013
182,0.0020465236174540013
183,0.0020465236174540013
184,0.0020465236174540013
185,0.0025815612696825302
186,0.00127630677490061
187,0.004374942552089679
188,0.0008971648531769623
189,0.0008971648531769623
190,0.0008971648531769623
191,0.0008971648531769623
192,0.0008971648531769623
193,0.009587156435815158
194,0.004756718840055604
195,0.016168354771309484
196,0.0033471446522150825
197,0.0033471446522150825
198,0.0033471446522150825
199,0.0033471446522150825
200,0.0033471446522150825
201,0.004436790519617616
202,0.002195584639575569
203,0.007509275429512782
204,0.0015437825467638593
205,0.0015437825467638593
206,0.0015437825467638593
207,0.0015437825467638593
208,0.0015437825467638593
209,0.013428216023691517
210,0.0066755252404976225
211,0.022586017914655743
212,0.004700030060554653
213,0.004700030060554653
214,0.004700030060554653
215,0.004700030060554653
216,0.004700030060554653
217,0.003166203578346481
218,0.0015658141069850677
219,0.00536354521804035
220,0.0011007654196071679
221,0.0011007654196071679
222,0.0011007654196071679
223,0.0011007654196071679
224,0.0011007654196071679
225,0.0027352430645770265
